id,title,type,release_year,age_certification,runtime,genres,production_countries,imdb_id,imdb_score
tm30289,Jeff Dunham: Arguing with Myself,MOVIE,2006,PG-13,76,"['comedy', 'documentation']",['US'],tt0806102,8
tm141117,Chalte Chalte,MOVIE,2003,PG-13,167,"['drama', 'romance']",['IN'],tt0346723,8
tm80339,Naruto: Ninja Clash in the Land of Snow,MOVIE,2004,PG-13,90,"['comedy', 'fantasy', 'animation', 'action']",['JP'],tt0476680,8
tm33729,Taxi No. 9 2 11,MOVIE,2006,,116,"['drama', 'thriller', 'comedy']",['IN'],tt0476884,8
tm93004,Yuva,MOVIE,2004,PG,161,"['crime', 'action', 'drama', 'thriller']",['IN'],tt0382383,8
ts13411,Cocaine,SHOW,2005,TV-14,49,"['documentation', 'european']",['US'],tt0907286,8
ts1464,The Cartel,SHOW,2008,TV-MA,44,"['action', 'drama', 'crime', 'thriller', 'comedy']",['CO'],tt1260520,8
tm145243,Wake Up Sid,MOVIE,2009,,138,"['comedy', 'drama', 'romance']",['IN'],tt1324059,8
tm34524,"One Piece: Episode of Chopper Plus: Bloom in the Winter, Miracle Cherry Blossom",MOVIE,2008,PG-13,95,"['action', 'comedy', 'animation', 'drama', 'fantasy']",['JP'],tt1206326,8
tm111226,Awara Paagal Deewana,MOVIE,2002,,169,"['comedy', 'action', 'crime', 'drama', 'thriller']",['IN'],tt0319020,8
tm23441,Kabhi Alvida Naa Kehna,MOVIE,2006,PG,184,"['drama', 'romance']",['IN'],tt0449999,8
tm166293,The Blue Umbrella,MOVIE,2005,,90,"['drama', 'family', 'fantasy', 'comedy']",['IN'],tt0457802,8
tm24576,Naruto: Guardians of the Crescent Moon Kingdom,MOVIE,2006,PG-13,95,"['action', 'animation']",['JP'],tt1071815,8
tm92977,Ishqiya,MOVIE,2010,R,115,"['thriller', 'comedy', 'drama', 'romance']",['IN'],tt1345777,8
tm77348,Life in a Metro,MOVIE,2007,,124,"['drama', 'romance', 'comedy']",['IN'],tt0800956,8
ts34414,Nuevo Rico Nuevo Pobre,SHOW,2007,TV-MA,44,['comedy'],['CO'],tt1233451,8
ts29199,Monty Python's Personal Best,SHOW,2006,TV-PG,56,"['comedy', 'animation']","['US', 'GB']",tt0795156,8
tm91323,I Hate Luv Storys,MOVIE,2010,PG,129,"['comedy', 'drama', 'romance']",['IN'],tt1667838,8
tm88366,Main Hoon Na,MOVIE,2004,PG,179,"['drama', 'action', 'comedy', 'romance', 'thriller']",['IN'],tt0347473,8
tm156575,Billu,MOVIE,2009,PG,137,"['drama', 'comedy']",['IN'],tt1230448,8
tm164389,Paheli,MOVIE,2005,PG-13,141,"['romance', 'drama', 'fantasy', 'comedy']",['IN'],tt0451850,8
tm37945,Rock On!!,MOVIE,2008,,144,"['drama', 'music']",['IN'],tt1230165,8
tm106625,"LSD: Love, Sex aur Dhokha",MOVIE,2010,PG-13,108,"['drama', 'comedy', 'crime', 'romance']",['IN'],tt1608777,8
tm65142,One Piece: The Desert Princess and the Pirates: Adventure in Alabasta,MOVIE,2007,PG-13,89,"['comedy', 'drama', 'animation', 'action']",['JP'],tt1037116,8
tm99450,Break Ke Baad,MOVIE,2010,,120,"['comedy', 'drama', 'romance']",['IN'],tt1578261,8
tm149209,Kaminey,MOVIE,2009,PG-13,135,"['crime', 'drama', 'action', 'thriller']",['IN'],tt1274295,8
tm23977,Fuga,MOVIE,2006,,110,"['music', 'drama', 'thriller']","['CL', 'AR']",tt0442236,8
tm160596,Zozo,MOVIE,2005,,105,"['drama', 'european', 'family', 'war']","['CZ', 'GB', 'DK', 'NL', 'SE']",tt0448267,8
tm129971,Luck by Chance,MOVIE,2009,,155,"['romance', 'drama', 'comedy']",['IN'],tt0886539,8
tm56428,Trailer Park Boys: Say Goodnight to the Bad Guys,MOVIE,2008,,60,['comedy'],['CA'],tt1324027,8
ts18653,Chhota Bheem,SHOW,2008,,22,"['animation', 'action', 'comedy']",['IN'],tt4570986,8
tm177687,Naruto: Legend of the Stone of Gelel,MOVIE,2005,PG-13,96,"['fantasy', 'action', 'comedy', 'drama', 'animation']",['JP'],tt0791188,8
tm77863,Honeymoon Travels Pvt. Ltd.,MOVIE,2007,PG-13,118,"['comedy', 'drama', 'romance']",['IN'],tt0808306,8
tm80455,Manorama Six Feet Under,MOVIE,2007,R,137,"['drama', 'thriller', 'crime']",['IN'],tt0920464,8
tm184732,Dhobi Ghat,MOVIE,2010,,102,['drama'],['IN'],tt1433810,8
tm89764,Inuyasha the Movie 4: Fire on the Mystic Island,MOVIE,2004,PG-13,88,"['fantasy', 'animation', 'action', 'comedy']",['JP'],tt0473658,8
ts4866,Fated to Love You,SHOW,2008,TV-G,67,"['comedy', 'family', 'drama', 'romance']",['TW'],tt1483930,8
tm134407,Dev.D,MOVIE,2009,PG-13,141,"['comedy', 'drama', 'romance']",['IN'],tt1327035,8
tm103133,Karthik Calling Karthik,MOVIE,2010,PG,135,"['thriller', 'romance', 'drama']",['IN'],tt1373156,7.9
tm54147,Dostana,MOVIE,2008,PG-13,142,"['drama', 'romance', 'comedy']","['IN', 'US']",tt1185420,7.9
ts137477,Behind Enemy Lines,SHOW,2001,TV-14,49,['drama'],['US'],tt5170230,7.9
ts19384,A Lion in the House,SHOW,2006,TV-14,190,['documentation'],['US'],,
tm101684,Romantik Komedi,MOVIE,2010,G,95,"['comedy', 'romance']",['TR'],tt1587263,7.9
tm152724,Kurbaan,MOVIE,2009,R,161,"['thriller', 'action', 'drama', 'crime', 'romance', 'sport']",['IN'],tt1185442,7.9
ts204466,Pecados capitales,SHOW,2002,TV-MA,0,"['romance', 'comedy', 'drama']",['CO'],tt0355119,7.9
tm96168,Once Upon a Time in Mumbaai,MOVIE,2010,PG-13,132,"['thriller', 'crime', 'drama', 'romance', 'action']",['IN'],tt1395054,7.9
tm146887,Delhi-6,MOVIE,2009,,141,"['drama', 'comedy']",['IN'],tt1043451,7.9
tm138902,Inuyasha the Movie 3: Swords of an Honorable Ruler,MOVIE,2003,PG-13,99,"['animation', 'fantasy', 'action', 'thriller']",['JP'],tt0396659,7.9
tm165809,Bluffmaster!,MOVIE,2005,PG,137,"['drama', 'comedy', 'romance', 'thriller', 'crime']",['IN'],tt0476527,7.9
tm31335,Golmaal Returns,MOVIE,2008,PG,135,"['comedy', 'crime']",['IN'],tt1092005,7.9
tm43179,Oye Lucky! Lucky Oye!,MOVIE,2008,,42,"['comedy', 'action', 'crime', 'drama']",['IN'],tt1292703,7.9
tm170169,Kaal,MOVIE,2005,,127,"['action', 'thriller', 'horror', 'scifi']",['IN'],tt0415908,7.9
tm84316,Shootout at Lokhandwala,MOVIE,2007,PG-13,145,"['action', 'crime', 'drama', 'history']",['IN'],tt0811066,7.9
tm112235,Kannathil Muthamittal,MOVIE,2002,,137,"['drama', 'war', 'action']",['IN'],tt0312859,7.9
tm368679,Madness in the Desert,MOVIE,2004,,141,['documentation'],['IN'],tt0417528,7.9
ts74928,Einsatzgruppen: The Nazi Death Squads,SHOW,2009,TV-14,44,"['documentation', 'history', 'war', 'european']",['FR'],tt6953928,7.9
tm148041,What's Your Raashee?,MOVIE,2009,PG-13,192,"['comedy', 'drama', 'romance']",['IN'],tt1242530,7.9
tm176297,Kyaa Kool Hai Hum,MOVIE,2005,,172,['comedy'],['IN'],tt0456500,7.9
tm68191,My Führer,MOVIE,2007,,89,"['war', 'comedy', 'drama', 'european']",['DE'],tt0780568,7.9
tm352863,Splatter,MOVIE,2009,,29,['horror'],['US'],tt6999072,
tm25029,Eternal Summer,MOVIE,2006,,96,"['romance', 'drama']",['TW'],tt0885520,7.9
ts40702,The Ultimatum,SHOW,2009,TV-14,44,"['drama', 'family']",['SG'],tt1682704,7.9
tm237621,The Figurine (Araromire),MOVIE,2009,PG-13,122,"['horror', 'thriller', 'drama']",['NG'],tt1542960,7.9
tm22989,Jim Gaffigan: Beyond the Pale,MOVIE,2006,,72,"['comedy', 'documentation']",['US'],tt0815456,7.9
tm35652,Mumbai Meri Jaan,MOVIE,2008,PG-13,119,['drama'],['IN'],tt1266583,7.9
tm80487,Spookley the Square Pumpkin,MOVIE,2004,G,47,['animation'],['US'],,
tm44634,Kevin James: Sweat the Small Stuff,MOVIE,2001,,42,"['comedy', 'documentation']",['US'],tt0305727,7.9
tm22558,Mukhsin,MOVIE,2006,,95,"['comedy', 'drama', 'family']",['MY'],tt0863091,7.9
tm52352,This Is the Life,MOVIE,2008,,97,"['music', 'documentation']",['US'],tt1178658,7.9
tm104349,The Unjust,MOVIE,2010,,119,"['thriller', 'crime', 'drama', 'action']",['KR'],tt1843120,7.9
tm85243,The Trailer Park Boys Xmas Special,MOVIE,2004,,57,['comedy'],['CA'],tt0439856,7.9
tm36636,C Kkompany,MOVIE,2008,,130,"['comedy', 'drama', 'thriller']",['IN'],tt1170399,7.9
tm226362,Bosta,MOVIE,2005,,112,['war'],['Lebanon'],tt0497335,7.9
tm145690,Osuofia in London,MOVIE,2003,,84,['comedy'],['NG'],,
tm31564,Linewatch,MOVIE,2008,R,85,"['thriller', 'crime', 'drama']",['US'],tt1047832,7.9
tm41953,Tim Minchin: So F**king Rock Live,MOVIE,2008,,127,['comedy'],['GB'],,
tm98475,We Are Family,MOVIE,2010,PG,115,"['drama', 'family', 'comedy']",['IN'],tt1428459,7.9
tm95434,Love in a Puff,MOVIE,2010,,104,"['romance', 'comedy', 'drama']",['HK'],tt1602479,7.9
ts44053,The Qin Empire,SHOW,2009,TV-MA,46,['war'],['CN'],,
tm96595,Lakshya,MOVIE,2004,G,186,"['war', 'action', 'drama', 'romance']",['IN'],tt0323013,7.9
tm87909,Thomas & Friends: Thomas and the Jet Engine,MOVIE,2004,G,67,"['animation', 'family']",[],,
ts4924,At Dolphin Bay,SHOW,2003,TV-14,59,"['drama', 'comedy', 'romance']",['TW'],tt8612066,7.9
ts178360,El cartel 2 - La guerra total,SHOW,2010,TV-MA,44,"['horror', 'thriller', 'war', 'action', 'crime']",['CO'],tt1667724,7.9
ts56595,Cocomong,SHOW,2008,TV-Y,13,['animation'],[],tt9892608,7.9
tm154802,Agyaat,MOVIE,2009,,98,"['horror', 'thriller', 'drama']",['IN'],tt1415252,7.9
tm51493,Vizontele,MOVIE,2001,,110,"['comedy', 'drama']",['TR'],tt0270053,7.9
tm97982,Do Dooni Chaar,MOVIE,2010,PG,146,"['drama', 'crime', 'comedy']",['IN'],tt1714832,7.9
tm52176,Welcome to Sajjanpur,MOVIE,2008,PG,134,"['comedy', 'drama']",['IN'],tt1221139,7.9
tm102848,Peepli Live,MOVIE,2010,PG,104,"['drama', 'comedy']",['IN'],tt1447508,7.9
tm114504,The Legend of Bhagat Singh,MOVIE,2002,,155,"['crime', 'drama', 'history', 'action']",['IN'],tt0319736,7.9
ts160526,Khawatir,SHOW,2005,TV-14,19,['reality'],[],tt3062514,7.9
tm340006,Banyuki,MOVIE,2009,,182,"['drama', 'action']",['JP'],tt1735848,7.9
tm154375,Main Aurr Mrs Khanna,MOVIE,2009,PG,115,"['drama', 'romance', 'comedy']",['IN'],tt1174041,7.9
tm134140,Ishq Vishk,MOVIE,2003,,145,"['drama', 'comedy', 'romance']",['IN'],tt0362771,7.9
tm27484,Kismat Konnection,MOVIE,2008,G,153,"['romance', 'drama', 'comedy']",['IN'],tt1105733,7.9
tm81864,Twins Mission,MOVIE,2007,,102,"['action', 'comedy', 'crime', 'drama']",['HK'],tt0934949,7.9
tm241875,Frank & Cindy,MOVIE,2007,,73,"['documentation', 'music', 'drama']",['US'],tt0986354,7.9
tm29028,Salt of This Sea,MOVIE,2008,,109,"['drama', 'romance', 'european']","['BE', 'FR', 'ES', 'CH', 'PS']",tt1090680,7.9
tm164591,Apaharan,MOVIE,2005,,173,"['crime', 'drama', 'action']",['IN'],tt0451631,7.9
tm130301,Gangaajal,MOVIE,2003,,157,"['drama', 'crime', 'action']",['IN'],tt0373856,7.9
tm712151,Laugh Out Loud,MOVIE,2003,,60,['comedy'],['ZA'],tt0401575,7.9
ts12444,The Fierce Wife,SHOW,2010,TV-MA,59,['drama'],['TW'],tt4304720,7.9
tm91176,Ijé: The Journey,MOVIE,2010,,106,['drama'],"['NG', 'US']",tt1578582,7.9
ts95855,Wedding Planner,SHOW,2002,TV-14,30,['drama'],[],tt7885290,
tm143510,Harishchandrachi Factory,MOVIE,2009,G,96,"['comedy', 'drama', 'history']",['IN'],tt1524539,7.9
tm308960,Gina Yashere: Skinny B*tch,MOVIE,2008,,57,"['comedy', 'documentation']",['GB'],tt1722436,7.9
tm144835,Sergio,MOVIE,2009,,94,['documentation'],['US'],tt1333656,7.9
tm135795,The Kite,MOVIE,2003,,80,['drama'],"['LB', 'FR']",tt0377610,7.9
tm34924,Beast Stalker,MOVIE,2008,,110,"['thriller', 'action']",['HK'],tt1330525,7.9
tm49865,Aamir,MOVIE,2008,NC-17,96,"['thriller', 'crime', 'drama', 'action']",['IN'],tt1241195,7.9
ts39604,The Hospital,SHOW,2006,TV-14,48,['drama'],['TW'],tt2823414,7.9
tm598375,Chhota Bheem Aur Krishna,MOVIE,2008,G,69,"['fantasy', 'animation', 'action']",['IN'],tt2827516,7.9
tm96052,Palermo Hollywood,MOVIE,2004,,113,['drama'],['AR'],tt0422907,7.9
tm62369,Connected,MOVIE,2008,,110,"['thriller', 'action', 'crime']","['CN', 'HK']",tt1156506,7.9
tm32915,EMI,MOVIE,2008,,128,"['comedy', 'crime', 'drama']",['IN'],tt21160742,7.9
ts1413,Autumn's Concerto,SHOW,2009,TV-14,58,"['drama', 'family', 'romance']",['TW'],tt3530668,7.9
tm254052,Kucch To Hai,MOVIE,2003,,142,"['thriller', 'horror', 'romance', 'drama']",['IN'],tt0348662,7.9
tm91125,Fida,MOVIE,2004,,122,"['romance', 'thriller', 'action', 'crime', 'drama']",['IN'],tt0422236,7.9
ts8614,Breakout,SHOW,2010,TV-14,44,"['drama', 'action']",['SG'],tt7131684,7.9
tm100106,My Amnesia Girl,MOVIE,2010,,110,"['comedy', 'romance']",['PH'],tt1783350,7.9
ts188031,Pink Zone,SHOW,2007,,0,"['drama', 'romance', 'comedy']",['MX'],tt11194518,7.9
tm85689,Krishna Cottage,MOVIE,2004,,124,"['thriller', 'horror', 'romance', 'drama']",['IN'],tt0408976,7.9
ts25707,The Little Nyonya,SHOW,2008,TV-14,44,['drama'],['SG'],,
tm38454,Jeff Dunham's Very Special Christmas Special,MOVIE,2008,PG-13,85,"['comedy', 'documentation']",['US'],tt1295909,7.9
tm57586,Mission Istaanbul,MOVIE,2008,,125,"['action', 'drama', 'thriller']",['IN'],tt1179781,7.9
ts23797,Black & White,SHOW,2009,TV-14,37,"['action', 'comedy', 'sport', 'crime']",['TW'],tt5295012,7.9
tm76029,Under the Bombs,MOVIE,2007,,98,"['war', 'romance', 'drama', 'history', 'european']","['LB', 'GB', 'FR']",tt1094275,7.9
tm42831,Kyo Kii... Main Jhuth Nahin Bolta,MOVIE,2001,,149,"['comedy', 'action', 'drama', 'fantasy']",['IN'],tt0297241,7.9
ts70843,The Prince Who Turns into a Frog,SHOW,2005,TV-14,44,"['drama', 'comedy', 'romance']",['TW'],tt1454440,7.9
tm216753,Old Thieves: The Legend of Artegio,MOVIE,2007,,97,"['documentation', 'crime']",['MX'],tt1020042,7.9
tm168751,Stray Bullet,MOVIE,2010,,76,['drama'],['LB'],tt1726871,7.9
tm101540,Well Done Abba,MOVIE,2010,,144,['comedy'],['IN'],tt1397492,7.9
tm142153,Kisaan,MOVIE,2009,,100,"['drama', 'thriller', 'action', 'crime']",['IN'],tt1372266,7.9
tm92671,Once a Gangster,MOVIE,2010,,95,"['comedy', 'crime', 'action']",['HK'],tt1611840,7.9
tm88343,Perazhagan,MOVIE,2004,,148,"['comedy', 'thriller', 'drama', 'romance']",['IN'],tt0422934,7.9
ts23353,Together,SHOW,2009,TV-14,45,"['drama', 'comedy']",['SG'],,
tm628693,"Do Paise Ki Dhoop, Chaar Aane Ki Baarish",MOVIE,2009,,121,['drama'],['IN'],tt1935782,7.9
tm155774,Pomegranates and Myrrh,MOVIE,2009,,95,['drama'],"['FR', 'DE', 'KW', 'PS']",tt1320282,7.9
tm46867,Kuselan,MOVIE,2008,,160,"['drama', 'family', 'comedy']",['IN'],tt1273218,7.9
tm95507,Chance Pe Dance,MOVIE,2010,G,121,"['drama', 'music', 'romance', 'comedy']",['IN'],tt1392744,7.8
tm75544,Dhan Dhana Dhan Goal,MOVIE,2007,PG,167,"['drama', 'sport', 'thriller']",['IN'],tt1120897,7.8
tm144263,Aagey Se Right,MOVIE,2009,G,117,"['comedy', 'crime', 'drama']",['IN'],tt1479667,7.8
tm21155,Falafel,MOVIE,2006,,80,"['drama', 'european']","['LB', 'FR']",tt0922424,7.8
tm85369,Hattrick,MOVIE,2007,PG,110,"['drama', 'comedy', 'romance', 'sport']",['IN'],tt0979891,7.8
ts126804,My MVP Valentine,SHOW,2002,TV-PG,69,['drama'],[],tt6286390,7.8
tm341561,Like Twenty Impossibles,MOVIE,2003,,16,[],['PS'],,
tm140653,Look for a Star,MOVIE,2009,,117,"['comedy', 'romance', 'drama']",['HK'],tt1312156,7.8
tm311516,Koi Aap Sa,MOVIE,2005,,142,"['romance', 'drama', 'comedy']",['IN'],tt0488840,7.8
ts29581,Unriddle,SHOW,2010,TV-14,44,"['thriller', 'action', 'drama']",['SG'],tt6194390,7.8
tm152413,Talentime,MOVIE,2009,,120,['drama'],['MY'],tt1351669,7.8
ts82583,The Family Court,SHOW,2010,TV-MA,45,['drama'],['SG'],tt9184102,
tm130999,Dhoondte Reh Jaaoge,MOVIE,2009,PG,135,"['comedy', 'drama']",['IN'],tt1391544,7.8
tm28024,A Very Special Love,MOVIE,2008,PG,105,"['comedy', 'drama', 'romance']",['PH'],tt1243381,7.8
tm1077037,Chhota Bheem & Krishna: Pataliputra- City of the Dead,MOVIE,2010,G,65,['animation'],['IN'],tt6543110,
tm85563,Ezra,MOVIE,2007,,105,"['drama', 'european']","['GB', 'US', 'AT', 'FR', 'DE', 'NG']",tt0923688,7.8
ts124246,Mighty Raju,SHOW,2010,,20,"['animation', 'action']",['IN'],tt6491030,7.8
tm254745,Frontiers of Dreams and Fears,MOVIE,2001,,56,"['documentation', 'history']",['PS'],tt0477653,7.8
tm76399,A Love Story,MOVIE,2007,,117,"['drama', 'romance']",['PH'],tt0990433,7.8
ts86241,Le Robe De Mariage Des Cieux,SHOW,2004,TV-MA,63,[],[],,
tm481594,Bheem vs Aliens,MOVIE,2010,G,69,['animation'],[],tt6442436,7.8
ts82592,The Truth,SHOW,2008,TV-14,44,"['thriller', 'drama']",['SG'],tt9233832,
tm639940,Tango with Me,MOVIE,2010,,104,"['drama', 'family', 'romance']",['US'],tt1686795,7.8
tm404676,To and from New York,MOVIE,2006,,82,[],['US'],,
tm89054,Osuofia in London 2,MOVIE,2004,,72,[],['XX'],,
tm252951,Brother's Shadow,MOVIE,2006,,91,['drama'],['US'],tt0468458,7.8
tm87672,Rabun,MOVIE,2003,,90,"['drama', 'family']",['MY'],tt0368190,7.8
ts20660,Shameless,SHOW,2011,TV-MA,54,"['drama', 'comedy']",['US'],tt1586680,7.8
tm68272,Project X,MOVIE,2012,R,88,['comedy'],['US'],tt1636826,7.8
tm61801,Zero Dark Thirty,MOVIE,2012,R,157,"['thriller', 'drama', 'history', 'war']",['US'],tt1790885,7.8
tm44730,The Amazing Spider-Man,MOVIE,2012,PG-13,136,"['action', 'fantasy', 'scifi']",['US'],tt0948470,7.8
ts21095,Teenage Mutant Ninja Turtles,SHOW,2012,TV-Y7,24,"['animation', 'scifi', 'action', 'family', 'thriller', 'horror', 'fantasy', 'crime', 'comedy', 'drama']",['US'],tt1877889,7.8
tm39888,The Dark Knight Rises,MOVIE,2012,PG-13,165,"['thriller', 'action', 'drama', 'crime']",['US'],tt1345836,7.8
tm166978,Mission: Impossible - Ghost Protocol,MOVIE,2011,PG-13,132,"['thriller', 'action']",['US'],tt1229238,7.8
ts20564,New Girl,SHOW,2011,TV-14,21,"['comedy', 'romance']",['US'],tt1826940,7.8
ts8175,Call the Midwife,SHOW,2012,TV-PG,55,"['family', 'drama', 'history', 'european']",['GB'],tt1983079,7.8
ts278,Black Mirror,SHOW,2011,TV-MA,59,"['drama', 'scifi', 'thriller', 'european']",['GB'],tt2085059,7.8
tm170442,Margin Call,MOVIE,2011,R,107,"['thriller', 'drama']",['US'],tt1615147,7.8
tm41792,Django Unchained,MOVIE,2012,R,165,"['western', 'drama']",['US'],tt1853728,7.8
ts21580,Longmire,SHOW,2012,TV-14,53,"['drama', 'western', 'crime', 'action']",['US'],tt1836037,7.8
ts32835,Hunter x Hunter,SHOW,2011,TV-14,23,"['action', 'animation', 'comedy', 'fantasy']",['JP'],tt2098220,7.8
ts21599,Ink Master,SHOW,2012,TV-14,42,['reality'],['US'],tt1865740,7.8
tm32982,Les Misérables,MOVIE,2012,PG-13,158,"['drama', 'history', 'romance', 'war']","['US', 'GB']",tt1707386,7.8
tm60292,Argo,MOVIE,2012,R,120,"['thriller', 'drama']","['GB', 'US']",tt1024648,7.8
ts27680,Last Tango in Halifax,SHOW,2012,TV-14,58,"['drama', 'comedy', 'romance', 'european']",['GB'],tt2216156,7.8
ts20433,JoJo's Bizarre Adventure,SHOW,2012,TV-MA,24,"['scifi', 'animation', 'action', 'comedy', 'drama', 'fantasy', 'horror', 'thriller']",['JP'],tt2359704,7.8
tm171885,Kung Fu Panda 2,MOVIE,2011,PG,90,"['animation', 'family', 'comedy', 'fantasy', 'drama', 'action']",['US'],tt1302011,7.8
tm158304,Contagion,MOVIE,2011,PG-13,106,"['drama', 'thriller', 'scifi', 'action']","['AE', 'US']",tt1598778,7.8
ts17598,Arrow,SHOW,2012,TV-14,42,"['action', 'crime', 'drama', 'thriller', 'scifi']",['US'],tt2193021,7.8
ts20458,Ninjago: Masters of Spinjitzu,SHOW,2012,TV-Y7,17,"['animation', 'comedy', 'family', 'scifi', 'action', 'fantasy', 'european']","['DK', 'US']",tt1871731,7.8
ts20429,Sword Art Online,SHOW,2012,TV-MA,23,"['scifi', 'action', 'animation', 'drama', 'western', 'fantasy', 'thriller', 'romance', 'comedy']",['JP'],tt2250192,7.8
ts20457,The Legend of Korra,SHOW,2012,TV-Y7,23,"['animation', 'drama', 'family', 'scifi', 'action', 'fantasy', 'comedy']",['US'],tt1695360,7.8
tm178201,Sherlock Holmes: A Game of Shadows,MOVIE,2011,PG-13,129,"['action', 'crime', 'thriller']","['GB', 'US']",tt1515091,7.8
tm36237,Contraband,MOVIE,2012,R,109,"['action', 'drama', 'crime', 'thriller']","['FR', 'US', 'GB']",tt1524137,7.8
tm40319,Savages,MOVIE,2012,R,131,"['drama', 'thriller', 'crime', 'action']",['US'],tt1615065,7.8
ts6506,The Borgias,SHOW,2011,TV-MA,51,"['drama', 'crime', 'history', 'romance']","['HU', 'US', 'CA']",tt1582457,7.8
ts9794,Comedians in Cars Getting Coffee,SHOW,2012,TV-14,19,"['comedy', 'animation', 'family']",['US'],tt2314952,7.8
ts33338,Top Boy,SHOW,2011,TV-MA,48,"['drama', 'crime', 'thriller', 'european']",['GB'],tt1830379,7.8
tm39896,Dark Shadows,MOVIE,2012,PG-13,113,"['comedy', 'fantasy', 'horror']",['US'],tt1077368,7.8
tm74848,Total Recall,MOVIE,2012,PG-13,118,"['scifi', 'thriller', 'action', 'crime']","['CA', 'US']",tt1386703,7.8
ts27468,Transformers: Rescue Bots,SHOW,2012,TV-Y7,22,"['scifi', 'action', 'animation', 'comedy', 'family']",['US'],tt2139371,7.8
ts20500,Lilyhammer,SHOW,2012,TV-MA,45,"['comedy', 'crime', 'drama']",['NO'],tt1958961,7.8
tm168921,The Smurfs,MOVIE,2011,PG,103,"['animation', 'family', 'action', 'comedy', 'fantasy']",['US'],tt0472181,7.8
tm160132,Soul Surfer,MOVIE,2011,PG,106,"['drama', 'family', 'sport']",['US'],tt1596346,7.8
tm49592,LOL,MOVIE,2012,PG-13,92,"['drama', 'comedy', 'romance']",['US'],tt1592873,7.8
tm167232,Unknown,MOVIE,2011,PG-13,113,"['thriller', 'action', 'european']","['GB', 'FR', 'DE']",tt1401152,7.8
tm38980,Rise of the Guardians,MOVIE,2012,PG,97,"['fantasy', 'action', 'family', 'animation', 'thriller', 'scifi', 'comedy', 'drama', 'european']",['US'],tt1446192,7.8
ts20556,Teen Mom 2,SHOW,2011,TV-14,41,"['reality', 'romance', 'documentation', 'comedy']",['US'],tt10349554,7.8
tm69926,Here Comes the Boom,MOVIE,2012,PG,105,"['action', 'comedy', 'sport']",['US'],tt1648179,7.8
tm60844,Berserk: The Golden Age Arc I - The Egg of the King,MOVIE,2012,NC-17,76,"['action', 'fantasy', 'animation', 'horror', 'war', 'drama']",['JP'],tt2210479,7.8
ts9246,Blue Exorcist,SHOW,2011,TV-14,25,"['scifi', 'action', 'fantasy', 'horror', 'family', 'animation', 'drama']",['JP'],tt1799631,7.8
ts27835,MeatEater,SHOW,2012,TV-14,22,['documentation'],['US'],tt2169245,7.8
ts20648,X-Men,SHOW,2011,TV-14,24,"['action', 'scifi']",['JP'],,
ts18551,Cuckoo,SHOW,2012,TV-14,27,"['comedy', 'drama', 'european']",['GB'],tt2222352,7.8
tm62210,Rurouni Kenshin Part I: Origins,MOVIE,2012,PG-13,134,"['action', 'drama', 'history', 'war']",['JP'],tt1979319,7.8
tm106278,Everything Must Go,MOVIE,2011,R,97,"['romance', 'comedy', 'drama']",['US'],tt1531663,7.8
tm182586,Silenced,MOVIE,2011,,125,['drama'],['KR'],tt2070649,7.8
ts36647,Rita,SHOW,2012,TV-MA,40,"['comedy', 'drama', 'european']",['DK'],tt1973692,7.8
ts81858,Larva,SHOW,2011,TV-G,2,"['comedy', 'family', 'animation', 'drama', 'horror', 'thriller']",['KR'],tt5906984,7.8
ts34740,My Babysitter's a Vampire,SHOW,2011,TV-PG,22,"['scifi', 'action', 'comedy', 'fantasy', 'horror']","['CA', 'US']",tt1727434,7.8
tm176507,Jackass 3.5,MOVIE,2011,,85,"['comedy', 'documentation', 'action']",['US'],,
ts21081,Pablo Escobar: The Drug Lord,SHOW,2012,TV-14,44,"['crime', 'drama', 'thriller', 'history']",['CO'],tt2187850,7.8
ts27586,Magi,SHOW,2012,TV-14,24,"['scifi', 'action', 'animation', 'comedy', 'fantasy']",['JP'],tt2425098,7.8
ts19779,Barbie: Life in the Dreamhouse,SHOW,2012,TV-Y,6,"['family', 'animation', 'comedy']",['US'],tt2644032,7.8
ts22249,Kuroko's Basketball,SHOW,2012,TV-14,24,"['comedy', 'animation', 'sport']",['JP'],tt2348803,7.8
tm178395,Hostel: Part III,MOVIE,2011,R,87,['horror'],['US'],,
tm173195,The Rite,MOVIE,2011,PG-13,114,"['drama', 'thriller', 'horror']","['US', 'HU', 'IT']",tt1161864,7.8
tm69386,Quartet,MOVIE,2012,PG-13,98,"['drama', 'comedy', 'romance', 'music']",['GB'],tt1441951,7.8
tm174683,Arthur Christmas,MOVIE,2011,PG,97,"['drama', 'animation', 'family', 'comedy', 'fantasy']","['GB', 'US']",tt1430607,7.8
tm72845,John Mulaney: New in Town,MOVIE,2012,,58,"['comedy', 'documentation']",['US'],tt2246779,7.8
ts34921,Wolverine,SHOW,2011,TV-14,24,"['scifi', 'animation', 'action']",['JP'],tt1847521,7.8
tm170758,Hop,MOVIE,2011,PG,101,"['animation', 'comedy', 'family', 'fantasy']",['US'],tt1411704,7.8
tm174256,Red Riding Hood,MOVIE,2011,PG-13,100,"['fantasy', 'thriller', 'horror', 'drama', 'romance']","['CA', 'US']",tt1486185,7.8
tm56296,The History of Future Folk,MOVIE,2012,,86,"['music', 'comedy', 'scifi']",['US'],tt2245195,7.8
